epoch,train0,train1,train2,train3,train4,train5,train6,train7,val0
1,10.213473349809647,11.42969266573588,10.68732558687528,10.096064900358519,9.843700433770815,11.600886111458143,10.492172583937645,9.838118543227514,10.829838246107101
2,10.04649223635594,11.065126776695251,11.004066040118536,10.212085723876953,9.995225638151169,10.943381746610006,10.28076060116291,9.580752124389013,10.640252560377121
3,10.294625063737234,10.6675966133674,10.753331616520882,10.206172799070677,9.91158376634121,11.137740602095922,10.250205479562283,9.904677274326483,10.76809474825859
4,9.92661731938521,11.05453608930111,10.551914056142172,10.279120996594429,9.413961969316006,11.050341208775839,10.146608839432398,9.887743363777796,10.793967455625534
5,10.322622800866762,10.53385346631209,10.849674011270205,10.112643698851267,9.796023150285086,11.011045495669046,10.470118016004562,9.526872436205545,10.690624982118607
6,10.126363267501196,10.77326532204946,10.469393620888392,10.121778498093287,9.509765237569809,10.991242547829946,10.182473783691725,9.840436438719431,10.69994110862414
7,9.95748233795166,10.645303736130396,10.657769257823626,10.465324491262436,9.905606577793757,11.049164220690727,10.156730592250824,9.386832545200983,10.440458332498869
8,9.712391103307406,10.832697033882141,10.468518679340681,10.086603755752245,9.67540709177653,11.177532240748405,10.059645235538483,9.458329496284327,10.756816203395525
9,9.923537507653236,10.564263115326563,10.495439310868582,10.176002244154612,9.528472090760866,10.853168005744616,10.198639839887619,10.030510102709135,10.709548582633337
10,10.000684892137846,10.778322353959084,10.33615313967069,9.707307328780493,9.461257383227348,10.835442125797272,9.966304635008177,9.558441892266273,11.010466878612837
11,9.612246488531431,10.618446240822474,10.851770554979643,10.24718535443147,9.673257817824682,10.719781056046486,10.01223682363828,9.58272181948026,10.534845645229021
12,9.907555729150772,10.60996362566948,10.360999147097269,10.001657004157702,9.628436689575514,10.801111613710722,9.773910557230314,9.467164501547813,10.804476723074913
13,9.990166187286377,10.329305698474249,10.876633460323015,9.992656156420708,9.611177327732245,10.842250913381577,9.98482350508372,9.422220180432001,10.431269243359566
14,9.450063784917196,11.107853929201761,10.600553631782532,10.424803917606672,9.679443637530008,10.890015924970308,9.927547698219618,9.327372213204702,10.289960118631521
15,9.822556793689728,10.603856782118479,10.350122118989626,9.706391046444574,9.624827946225802,10.730391576886177,9.782460560401281,9.206363807121912,10.3659264271458
16,9.375821282466253,10.37725236515204,10.373386917014917,9.856500297784805,9.54017057021459,10.708916579683622,9.809904287258783,9.35699828962485,10.524612203240395
17,9.645936600863934,10.56868756810824,10.135168924927711,9.950443049271902,9.779424622654915,11.041800886392593,9.536056553324064,9.147285563250383,10.532770286003748
18,9.514791031678518,10.745621234178543,10.418019016583761,10.137962445616722,9.37607311209043,10.655230790376663,9.68566400806109,9.519576609134674,10.353986074527105
19,9.611112219591936,10.926586185892424,10.33208198348681,10.127751151720682,9.66503988703092,10.69108198583126,9.947620153427124,9.314819837609926,10.384522517522177
20,9.334325383106867,10.29717273513476,10.28517676393191,9.64017766714096,9.439439614613852,10.743496711055437,9.544088085492453,9.440793544054031,10.51054779191812
21,9.787797763943672,10.59643950064977,10.293011754751205,10.19329700867335,9.585541074474653,10.895109141866365,9.982093960046768,9.200922936201096,10.597243984540304
22,9.59692864616712,10.656895786523819,10.156546627481779,10.13203560312589,9.450313314795494,10.823776617646217,9.505335435271263,9.67446012298266,10.413475781679153
23,9.640172516306242,10.459081813693047,10.395975147684416,9.85469419757525,9.333137050271034,10.781718065341314,9.534544587135315,9.108592813213667,10.332431544860205
24,9.474269427359104,10.7963793973128,10.111111889282862,10.175087374945482,9.508081664641699,10.615956336259842,9.326220800479254,9.204259753227234,10.223192145427069
25,9.208910991748175,10.501320287585258,10.092039992411932,9.852215588092804,9.305921738346418,10.516831216712793,9.370305846134821,9.064553931355476,10.527297715346018
26,9.432151839137077,10.63179674744606,10.073341617981592,9.872390309969584,9.575023084878922,10.576741253336271,9.483113365868727,9.6005017409722,10.567218149701754
27,9.317290350794792,10.42293530702591,10.283393770456314,9.711105957627296,9.277671560645103,10.613426913817724,9.770779510339102,9.468105102578798,10.719468603531519
28,9.316260496775309,10.334378252426783,10.017419000466665,9.750427459677061,9.393889285624027,10.513998915751776,9.382802858948708,9.179279064138731,10.530240446329117
29,9.296516011158625,10.49492883682251,10.100905944903692,9.787327180306116,9.722263351082802,10.429390832781792,9.543606127301851,9.24653871357441,10.820806632439295
30,9.416234537959099,10.124270603060722,10.013500660657883,9.622384066383043,9.254203726847967,10.213888173302015,9.403686302403608,9.202458024024963,10.868371004859606
31,9.23355137805144,10.511125087738037,9.973696301380793,9.95874990026156,9.341772049665451,10.1952004134655,9.111583461364111,8.946811472376188,10.9548759162426
32,9.57522272070249,10.200005009770393,9.90341147283713,9.631604552268982,9.209874858458837,10.292752057313919,9.554255058368048,9.257946918408075,11.006368761261305
33,9.734595984220505,10.14745890100797,10.061683843533197,9.87908830245336,9.151659831404686,10.027129794160524,9.535070409377417,9.40311548113823,10.734014610449472
34,9.262261266509691,10.36352932949861,9.931602368752161,9.621829802791277,9.146849984923998,10.227037082115809,9.464383035898209,9.025967011849085,10.479053924481073
